rollout,truth_body_min_clearance_m,truth_padded_min_clearance_m,predicted_padded_min_clearance_m,first_predicted_conflict_s,first_predicted_margin_breach_s,truth_dynamic_safe,predicted_dynamic_safe,costcritic_collision,prediction_score_captured,prediction_score_recomputed,total_score,weighted_score,mppi_probability,critic_FollowPath.ConstraintCritic,critic_FollowPath.CostCritic,critic_FollowPath.GoalCritic,critic_FollowPath.GoalAngleCritic,critic_FollowPath.PathAlignCritic,critic_FollowPath.PathFollowCritic,critic_FollowPath.PathAngleCritic,critic_FollowPath.PredictionV1Critic,uniform_center_overlap_fraction
207,0.23547628005968363,0.2054762770995354,0.0,0.7000000104308128,,True,False,False,1666.666790485382,1666.6667489004346,1672.2098388671875,1672.0706787109375,0.0,0.0,0.0,1.5118001699447632,4.031248211860657,0.0,0.0,0.0,1666.666790485382,4.9340260775748435e-08
208,0.19710573158117306,0.16364958004318364,0.0,0.9000000134110451,0.7000000104308128,True,False,False,1666.6665906906128,1666.6666666666667,1672.781494140625,1672.880859375,0.0,0.14912281930446625,0.0,1.09620501101017,4.869575619697571,0.0,0.0,0.0,1666.6665906906128,0.0
209,0.18469106954841624,0.15045121945142897,0.0,0.7000000104308128,,True,False,False,1666.6666812896729,1666.6666666666667,1672.0401611328125,1672.126708984375,0.0,0.0,0.0,1.4949769973754883,3.87850284576416,0.0,0.0,0.0,1666.6666812896729,0.0
210,0.2775042969833102,0.24692022396508045,0.0,0.9000000134110451,,True,False,False,1666.6666703224182,1666.6666666666667,1672.86376953125,1672.8990478515625,0.0,0.0,0.0,1.669608235359192,4.527490973472595,0.0,0.0,0.0,1666.6666703224182,0.0
211,0.22836887123846683,0.18892084020140842,0.0,0.9000000134110451,0.800000011920929,True,False,False,1666.6666011810303,1666.6666666666667,1671.9527587890625,1672.0841064453125,0.0,0.0,0.0,1.4655382633209229,3.8206193447113037,0.0,0.0,0.0,1666.6666011810303,0.0
212,0.262414004477751,0.2208519800782264,0.050490778858629376,,,True,True,False,0.0,0.0,5.988487720489502,5.9718804359436035,0.01329738087952137,0.0,0.0,1.9985346794128418,3.98995304107666,0.0,0.0,0.0,0.0,0.0
213,0.1812908263013451,0.15129082334119595,0.0,0.9000000134110451,0.800000011920929,True,False,False,1666.66667842865,1666.6666666666667,1672.29541015625,1672.406494140625,0.0,0.0,0.0,1.2560970783233643,4.372634649276733,0.0,0.0,0.0,1666.66667842865,0.0
214,0.3588354568750436,0.3250356616743515,0.0,0.5000000074505806,,True,False,False,1667.0468635559082,1667.0468901476095,1673.3857421875,1673.358642578125,0.0,0.0,0.0,1.4867476224899292,4.852131009101868,0.0,0.0,0.0,1667.0468635559082,0.00022813408856565894
215,0.33403384215547005,0.30403383919532123,0.0,0.7000000104308128,,True,False,False,1666.6669130325317,1666.666813381771,1673.1236572265625,1673.067138671875,0.0,0.0,0.0,1.670721173286438,4.786023020744324,0.0,0.0,0.0,1666.6669130325317,8.802906254116211e-08
216,0.2696323197255186,0.22937382154318886,0.0,0.800000011920929,0.7000000104308128,True,False,False,1666.803861618042,1666.8038066758952,1671.8175048828125,1671.9744873046875,0.0,0.0,0.0,1.307321548461914,3.7063217163085938,0.0,0.0,0.0,1666.803861618042,8.228400553711001e-05
217,0.28753574100404666,0.25280216886805107,0.0,0.6000000089406967,0.4000000059604645,True,False,False,1666.6666049957275,1666.6666666666667,1672.5477294921875,1672.5408935546875,0.0,0.015200949274003506,0.0,1.4863734478130937,4.379550099372864,0.0,0.0,0.0,1666.6666049957275,0.0
218,0.09352124260972428,0.05131746050173369,0.00030548028012879745,,0.9000000134110451,True,False,False,0.5,0.5,6.410984516143799,6.5598835945129395,0.0018730283482000232,0.0,0.0,2.266390085220337,3.644594430923462,0.0,0.0,0.0,0.5,0.0
219,0.3379349831157166,0.3071657609562387,0.0,0.7000000104308128,,True,False,False,1666.6678586006165,1666.667825856656,1672.7108154296875,1672.67041015625,0.0,0.0,0.0,1.58653724193573,4.456419587135315,0.0,0.0,0.0,1666.6678586006165,6.95513993538345e-07
220,0.2697981552431577,0.22737174700585722,0.056989720410168546,,,True,True,False,0.0,0.0,5.75592565536499,5.756521701812744,0.027260253205895424,0.0,0.0,2.252406358718872,3.503519296646118,0.0,0.0,0.0,0.0,0.0
221,0.22152904277148,0.18077015494363202,0.0,0.800000011920929,,True,False,False,1666.666594028473,1666.6666666666667,1672.2257080078125,1672.19921875,0.0,0.0,0.0,1.7365310192108154,3.822582960128784,0.0,0.0,0.0,1666.666594028473,0.0
222,0.2955508584600679,0.2566970882649695,0.0,0.9000000134110451,0.800000011920929,True,False,False,1666.6666622161865,1666.6666666666667,1671.962646484375,1671.934326171875,0.0,0.0,0.0,1.5083370208740234,3.787647247314453,0.0,0.0,0.0,1666.6666622161865,0.0
223,0.18783572598554343,0.14549878591403864,0.01943593244343422,,0.9000000134110451,True,False,False,0.5,0.5,6.117392063140869,6.125485897064209,0.007968919351696968,0.0,0.0,2.252998113632202,3.364393949508667,0.0,0.0,0.0,0.5,0.0
224,0.17120430069127057,0.14082901971561604,0.0,0.7000000104308128,,True,False,False,1666.675039768219,1666.6750601325555,1671.884033203125,1671.967041015625,0.0,0.0,0.0,1.3123708963394165,3.8966225385665894,0.0,0.0,0.0,1666.675039768219,5.036079533282675e-06
225,0.03789229888385748,0.0,0.0,0.800000011920929,0.7000000104308128,False,False,False,1666.6742448806763,1666.6742128763465,1671.25634765625,1671.4381103515625,0.0,0.004871940705925226,0.0,1.1558599709533155,3.4213708639144897,0.0,0.0,0.0,1666.6742448806763,4.527725807779241e-06
226,0.1330275822257037,0.09060117398840323,0.0,0.800000011920929,,True,False,False,1666.6693325042725,1666.6693666708422,1672.147705078125,1672.2060546875,0.0,0.019770026206970215,0.0,1.8386703729629517,3.619932174682617,0.0,0.0,0.0,1666.6693325042725,1.6200025053286575e-06
227,0.3949441926479047,0.36494418968775694,0.0,0.30000000447034836,,True,False,False,1666.7817115783691,1666.7817810656325,1672.511962890625,1672.3939208984375,0.0,0.0,0.0,1.4260461330413818,4.3042051792144775,0.0,0.0,0.0,1666.7817115783691,6.906863937936901e-05
228,0.2914625000422566,0.2543977968052653,0.0,0.9000000134110451,,True,False,False,1666.6665935516357,1666.6666666666667,1672.626953125,1672.5623779296875,0.0,0.0,0.0,1.8992555141448975,4.06110405921936,0.0,0.0,0.0,1666.6665935516357,0.0
229,0.2989296369559808,0.26892963399583236,0.0,0.6000000089406967,0.5000000074505806,True,False,False,1666.8427519798279,1666.8428336478312,1672.79150390625,1672.7236328125,0.0,0.0,0.0,1.4372193813323975,4.511532545089722,0.0,0.0,0.0,1666.8427519798279,0.00010570018869860845
230,0.056759699257123764,0.014821543824805161,0.0158096403642151,,0.9000000134110451,True,False,False,0.5,0.5,5.740362167358398,5.918727397918701,0.01587497629225254,0.0,0.0,1.9021551609039307,3.3382070064544678,0.0,0.0,0.0,0.5,0.0
231,0.19545773435328959,0.1530313261159887,0.0,0.9000000134110451,0.800000011920929,True,False,False,1666.6665902137756,1666.6666666666667,1672.220458984375,1672.2047119140625,0.0,0.0,0.0,1.9649271965026855,3.5889415740966797,0.0,0.0,0.0,1666.6665902137756,0.0
232,0.0,0.0,0.0,0.800000011920929,0.6000000089406967,False,False,False,1666.668420791626,1666.6684550483405,1672.3106689453125,1672.406005859375,0.0,0.02770519256591797,0.0,1.5706613063812256,4.04388165473938,0.0,0.0,0.0,1666.668420791626,1.073029004243413e-06
233,0.09673590301133914,0.06673590005119039,0.0,0.9000000134110451,,True,False,False,1666.6666202545166,1666.6666666666667,1672.0657958984375,1672.2437744140625,0.0,0.0,0.0,1.2044256925582886,4.19474995136261,0.0,0.0,0.0,1666.6666202545166,0.0
234,0.3627224631942215,0.33186114690864227,0.0,0.800000011920929,0.5000000074505806,True,False,False,1666.677405834198,1666.6773447483697,1673.2955322265625,1673.177490234375,0.0,0.0,0.0,1.6558412313461304,4.962285161018372,0.0,0.0,0.0,1666.677405834198,6.4068490217726966e-06
235,0.15892212929195715,0.11996044244165116,0.0,0.4000000059604645,0.30000000447034836,True,False,False,1666.6713128089905,1666.6712488614671,1672.418701171875,1672.3043212890625,0.0,0.0,0.0,1.4960960149765015,4.25129234790802,0.0,0.0,0.0,1666.6713128089905,2.74931688025558e-06
236,0.27173290259282545,0.23377152499366538,0.0,0.800000011920929,0.7000000104308128,True,False,False,1666.6711792945862,1666.6710850878517,1671.6800537109375,1671.7139892578125,0.0,0.0,0.0,1.1327987909317017,3.8760756254196167,0.0,0.0,0.0,1666.6711792945862,2.6510527110245157e-06
237,0.0,0.0,0.0,0.800000011920929,0.7000000104308128,False,False,False,1666.6666841506958,1666.6666666666667,1672.823486328125,1672.8453369140625,0.0,0.0,0.0,1.577607274055481,4.579194903373718,0.0,0.0,0.0,1666.6666841506958,0.0
238,0.2856706949453853,0.2556706919852361,0.0,0.9000000134110451,,True,False,False,1666.666585445404,1666.6666666666667,1672.73681640625,1672.733154296875,0.0,0.0,0.0,1.7563600540161133,4.313870906829834,0.0,0.0,0.0,1666.666585445404,0.0
239,0.24199983522338062,0.19992142918008918,0.00905012646258203,,0.9000000134110451,True,False,False,0.5,0.5,6.080981254577637,6.146011829376221,0.007441922090947628,0.0,0.0,1.862625241279602,3.7183560132980347,0.0,0.0,0.0,0.5,0.0
240,0.18600537441690435,0.14416885331633367,0.0,0.800000011920929,,True,False,False,1666.6665687561035,1666.6666666666667,1671.862548828125,1671.9322509765625,0.0,0.0,0.0,1.7678966522216797,3.4280834197998047,0.0,0.0,0.0,1666.6665687561035,0.0
241,0.16394735128085983,0.12982282267366324,0.0,0.6000000089406967,,True,False,False,1666.6730313301086,1666.6729666031401,1671.8057861328125,1671.6607666015625,0.0,0.0,0.0,1.4497259855270386,3.683028817176819,0.0,0.0,0.0,1666.6730313301086,3.779961884101021e-06
242,0.12555549753099626,0.08695040085061834,0.0,0.800000011920929,0.6000000089406967,True,False,False,1666.6665868759155,1666.6666666666667,1672.3740234375,1672.438720703125,0.0,0.0,0.0,1.570357322692871,4.137079238891602,0.0,0.0,0.0,1666.6665868759155,0.0
243,0.2180994143617874,0.17567300612448689,0.0,0.9000000134110451,0.800000011920929,True,False,False,1666.6666235923767,1666.6666666666667,1672.5733642578125,1672.4630126953125,0.0,0.0,0.0,2.154428005218506,3.752312660217285,0.0,0.0,0.0,1666.6666235923767,0.0
244,0.34490657881701825,0.31073314783450456,0.013560373774380727,,0.9000000134110451,True,False,False,0.5,0.5,7.011151313781738,6.938879489898682,0.0005295313894748688,0.0,0.0,1.8657766580581665,4.645374655723572,0.0,0.0,0.0,0.5,0.0
245,0.11221436145082997,0.07726629308552901,0.0,0.7000000104308128,,True,False,False,1667.055380821228,1667.055368330152,1673.2596435546875,1673.2896728515625,0.0,0.0,0.0,1.1530375480651855,5.051225185394287,0.0,0.0,0.0,1667.055380821228,0.000233220998091237
246,0.29635543057801234,0.26085389841746626,0.0,0.9000000134110451,,True,False,False,1666.666630744934,1666.6666666666667,1672.9749755859375,1672.9698486328125,0.0,0.0,0.0,2.0222067832946777,4.28613805770874,0.0,0.0,0.0,1666.666630744934,0.0
247,0.33432201706503645,0.2949187815882225,0.0,0.800000011920929,0.7000000104308128,True,False,False,1666.666639328003,1666.6666666666667,1672.322265625,1672.2408447265625,0.0,0.0,0.0,1.7990378141403198,3.8565884828567505,0.0,0.0,0.0,1666.666639328003,0.0
248,0.265326273691489,0.23177812111083984,0.0,0.800000011920929,,True,False,False,1666.666642665863,1666.6666666666667,1672.8831787109375,1672.83056640625,0.0,0.0,0.0,1.4306774139404297,4.785858631134033,0.0,0.0,0.0,1666.666642665863,0.0
249,0.35380588286673476,0.31808029724427284,0.0,0.800000011920929,,True,False,False,1666.6665892601013,1666.6666666666667,1672.106689453125,1672.038818359375,0.0,0.035911060869693756,0.0,1.384642980992794,4.019546151161194,0.0,0.0,0.0,1666.6665892601013,0.0
250,0.23247581961537575,0.19464047566687756,0.0,0.4000000059604645,0.30000000447034836,True,False,False,1666.6858673095703,1666.6858696027143,1672.288330078125,1672.2806396484375,0.0,0.0,0.0,1.7160407304763794,3.886422038078308,0.0,0.0,0.0,1666.6858673095703,1.1521761628589375e-05
251,0.19579809128321912,0.16029802881741428,0.011581222986198481,,0.9000000134110451,True,False,False,0.5,0.5,6.663665294647217,6.7336955070495605,0.0010493634035810828,0.0,0.0,2.0104763507843018,4.153188943862915,0.0,0.0,0.0,0.5,0.0
252,0.17866495550653205,0.1442017447727837,0.0,0.9000000134110451,0.7000000104308128,True,False,False,1666.6666688919067,1666.6666666666667,1673.04150390625,1673.03076171875,0.0,0.0,0.0,1.4826412200927734,4.892193794250488,0.0,0.0,0.0,1666.6666688919067,0.0
253,0.1873983344115364,0.1532868859674495,0.0,0.7000000104308128,0.6000000089406967,True,False,False,1666.6928706169128,1666.692894542209,1672.2198486328125,1672.318359375,0.0,0.0,0.0,1.398963212966919,4.128014802932739,0.0,0.0,0.0,1666.6928706169128,1.5736725325352975e-05
254,0.20378024842442505,0.16866875508273946,0.0,0.9000000134110451,0.800000011920929,True,False,False,1666.6666493415833,1666.6666666666667,1672.929443359375,1672.865478515625,0.0,0.0,0.0,1.8346196413040161,4.428174376487732,0.0,0.0,0.0,1666.6666493415833,0.0
255,0.2143275028038314,0.17421546005731248,0.0,0.800000011920929,,True,False,False,1666.6666688919067,1666.6666666666667,1671.7117919921875,1671.718017578125,0.0,0.0,0.0,1.4712245464324951,3.5738985538482666,0.0,0.0,0.0,1666.6666688919067,0.0
256,0.26894961184766203,0.2389496088875143,0.0,0.9000000134110451,,True,False,False,1666.6666536331177,1666.6666666666667,1673.167236328125,1673.147216796875,0.0,0.0,0.0,1.8118735551834106,4.688709139823914,0.0,0.0,0.0,1666.6666536331177,0.0
257,0.1763941315251368,0.1463941285649885,0.0,0.7000000104308128,0.30000000447034836,True,False,False,1666.7891001701355,1666.789002174325,1672.467041015625,1672.4190673828125,0.0,0.009819007478654385,0.0,1.2105314964428544,4.457590341567993,0.0,0.0,0.0,1666.7891001701355,7.340130459502834e-05
258,0.34329896902197576,0.3038825758542961,0.0,0.800000011920929,0.7000000104308128,True,False,False,1666.6666684150696,1666.6666666666667,1672.2587890625,1672.2789306640625,0.0,0.0,0.0,1.6725990772247314,3.9195215702056885,0.0,0.0,0.0,1666.6666684150696,0.0
259,0.26024514117072584,0.2302451382105772,0.03242683949623854,,,True,True,False,0.0,0.0,6.4902191162109375,6.459554672241211,0.0026168893091380596,0.0,0.0,1.9018073081970215,4.588411808013916,0.0,0.0,0.0,0.0,0.0
260,0.34557852365560837,0.3113731302222069,0.0,0.9000000134110451,0.800000011920929,True,False,False,1666.6666340827942,1666.6666666666667,1672.8399658203125,1672.8743896484375,0.0,0.0,0.0,1.5117515325546265,4.661580204963684,0.0,0.0,0.0,1666.6666340827942,0.0
261,0.25639892936323266,0.21408139068201348,0.007038010617481288,,0.9000000134110451,True,False,False,0.5,0.5,6.512909412384033,6.4609808921813965,0.0026044780388474464,0.0,0.0,2.0895638465881348,3.9233455657958984,0.0,0.0,0.0,0.5,0.0
262,0.19569810997927453,0.1656981070191259,0.0,0.800000011920929,,True,False,False,1666.6693506240845,1666.6692521638984,1671.8280029296875,1671.898681640625,0.0,0.0,0.0,1.1715672016143799,3.9870851039886475,0.0,0.0,0.0,1666.6693506240845,1.5512983389129984e-06
263,0.17509964006079176,0.14509963710064328,0.0,0.9000000134110451,0.800000011920929,True,False,False,1666.666676044464,1666.6666666666667,1672.4288330078125,1672.4564208984375,0.0,0.006476163864135742,0.0,1.248164176940918,4.507516622543335,0.0,0.0,0.0,1666.666676044464,0.0
264,0.1354534751026708,0.09997244309719644,0.0,0.9000000134110451,,True,False,False,1666.6666865348816,1666.6666666666667,1671.979736328125,1672.1280517578125,0.0,0.0,0.0,1.3889846801757812,3.924065113067627,0.0,0.0,0.0,1666.6666865348816,0.0
265,0.1288928448988882,0.09576528765398784,0.0,0.9000000134110451,0.800000011920929,True,False,False,1666.6666026115417,1666.6666666666667,1672.5372314453125,1672.478759765625,0.0,0.0,0.0,1.487002968788147,4.383625864982605,0.0,0.0,0.0,1666.6666026115417,0.0
266,0.32211053026769587,0.2913928844269477,0.0178698784481957,,0.9000000134110451,True,False,False,0.5,0.5,6.782857418060303,6.666092395782471,0.0013145934790372849,0.0,0.0,1.9149158000946045,4.367941617965698,0.0,0.0,0.0,0.5,0.0
267,0.30410778830565566,0.2625484064464682,0.0,0.9000000134110451,,True,False,False,1666.6666831970215,1666.6666666666667,1672.1502685546875,1671.9761962890625,0.0,0.0,0.0,1.8933939933776855,3.59019136428833,0.0,0.0,0.0,1666.6666831970215,0.0
268,0.31317523936741054,0.27225067545617065,0.0,0.800000011920929,,True,False,False,1666.6665706634521,1666.6666666666667,1671.700439453125,1671.635986328125,0.0,0.0,0.0,1.9816384315490723,3.0522303581237793,0.0,0.0,0.0,1666.6665706634521,0.0
269,0.18000760657343484,0.141586679370171,0.0,0.800000011920929,0.7000000104308128,True,False,False,1666.666609287262,1666.6666666666667,1672.3546142578125,1672.391845703125,0.0,0.0,0.0,1.4712961912155151,4.216708779335022,0.0,0.0,0.0,1666.666609287262,0.0
270,0.3527513733546357,0.31517416247474195,0.03253343225576185,,,True,True,False,0.0,0.0,5.9783477783203125,5.86789608001709,0.018806109204888344,0.0,0.0,2.016962766647339,3.9613850116729736,0.0,0.0,0.0,0.0,0.0
271,0.38696617009944845,0.34746458931430446,0.0,0.9000000134110451,,True,False,False,1666.6666045188904,1666.6666666666667,1672.8037109375,1672.5677490234375,0.0,0.0,0.0,2.142852783203125,3.994253635406494,0.0,0.0,0.0,1666.6666045188904,0.0
272,0.18134361419147904,0.15134361123133103,0.0,0.6000000089406967,0.5000000074505806,True,False,False,1666.7652707099915,1666.7652941867934,1672.2313232421875,1672.325927734375,0.0,0.0,0.0,1.2215676307678223,4.244484901428223,0.0,0.0,0.0,1666.7652707099915,5.917651207594678e-05
273,0.31464622567526085,0.28464622271511203,0.01405973057140425,,0.4000000059604645,True,False,False,0.5,0.5,7.1536712646484375,7.017944812774658,0.00040684861596673727,0.0,0.0,1.998763084411621,4.654908180236816,0.0,0.0,0.0,0.5,0.0
274,0.20933374836270938,0.17634578444577603,0.0,0.6000000089406967,,True,False,False,1666.689576625824,1666.689578144794,1672.4703369140625,1672.5123291015625,0.0,0.0,0.0,1.6194247007369995,4.161335587501526,0.0,0.0,0.0,1666.689576625824,1.3746886876403437e-05
275,0.09442314899201669,0.05860410921740323,0.06598655968692031,,,True,True,False,0.0,0.0,5.782329082489014,5.886002063751221,0.017704671248793602,0.0,0.0,2.032423734664917,3.7499053478240967,0.0,0.0,0.0,0.0,0.0
276,0.07820754863377473,0.04820754567362642,0.0,0.9000000134110451,,True,False,False,1666.6665840148926,1666.6666666666667,1672.4144287109375,1672.36669921875,0.0,0.02577507495880127,0.0,1.7750741243362427,3.946995496749878,0.0,0.0,0.0,1666.6665840148926,0.0
277,0.35307454331781707,0.3230745403576684,0.0,0.9000000134110451,0.800000011920929,True,False,False,1666.6666464805603,1666.6666666666667,1673.1759033203125,1673.056640625,0.0,0.0,0.0,1.9300652742385864,4.579191565513611,0.0,0.0,0.0,1666.6666464805603,0.0
278,0.24998011847618606,0.21637082891637247,0.0,0.9000000134110451,,True,False,False,1666.6665997505188,1666.6666666666667,1672.46630859375,1672.4571533203125,0.0,0.0038201571442186832,0.0,1.5490155457518995,4.246873140335083,0.0,0.0,0.0,1666.6665997505188,0.0
279,0.25901662447075324,0.2166606846640695,0.0,0.7000000104308128,0.6000000089406967,True,False,False,1666.757586479187,1666.7575662960903,1671.8714599609375,1671.837646484375,0.0,0.0,0.0,1.6967648267745972,3.417108654975891,0.0,0.0,0.0,1666.757586479187,5.4539777654131005e-05
280,0.19618530431883396,0.15592123147002201,0.026817595726392213,,,True,True,False,0.0,0.0,5.49416971206665,5.516118049621582,0.060750484466552734,0.0,0.0,1.7309337854385376,3.763235926628113,0.0,0.0,0.0,0.0,0.0
281,0.017424909628688433,0.0,0.02671409798481133,,,False,True,False,0.0,0.0,5.718379974365234,5.788112163543701,0.02453567273914814,0.0,0.0,1.8127185106277466,3.905661463737488,0.0,0.0,0.0,0.0,0.0
282,0.3397646336848997,0.30976463072475124,0.0,0.9000000134110451,,True,False,False,1666.6666326522827,1666.6666666666667,1672.9068603515625,1672.881591796875,0.0,0.0,0.0,1.7455414533615112,4.494686245918274,0.0,0.0,0.0,1666.6666326522827,0.0
283,0.09661768312762042,0.0661159625119998,0.0,0.800000011920929,,True,False,False,1666.6666803359985,1666.6666666666667,1672.3724365234375,1672.3408203125,0.0,0.0,0.0,1.084357738494873,4.621398448944092,0.0,0.0,0.0,1666.6666803359985,0.0
284,0.11558998786688947,0.07316357962958875,0.0,0.9000000134110451,,True,False,False,1666.6666469573975,1666.6666666666667,1672.077392578125,1672.1976318359375,0.0,0.0719945952296257,0.0,1.87855214625597,3.4601988792419434,0.0,0.0,0.0,1666.6666469573975,0.0
285,0.1804495029808582,0.15044950002070984,0.0,0.9000000134110451,0.800000011920929,True,False,False,1666.666630268097,1666.6666666666667,1672.05419921875,1672.13623046875,0.0,0.0,0.0,1.2263585329055786,4.161210417747498,0.0,0.0,0.0,1666.666630268097,0.0
286,0.2145603164940557,0.1845603135339072,0.0,0.9000000134110451,0.800000011920929,True,False,False,1666.6666827201843,1666.6666666666667,1672.15576171875,1672.1705322265625,0.0,0.0,0.0,1.444949984550476,4.044129014015198,0.0,0.0,0.0,1666.6666827201843,0.0
287,0.16643504840875567,0.13119106062470648,0.0,0.7000000104308128,,True,False,False,1666.6870284080505,1666.686969096674,1671.87890625,1671.8961181640625,0.0,0.0,0.0,1.310477375984192,3.881400465965271,0.0,0.0,0.0,1666.6870284080505,1.2181458004262263e-05
288,0.0963599815482219,0.06267311305625789,0.0,0.6000000089406967,,True,False,False,1666.7808747291565,1666.7808561209024,1672.7642822265625,1672.656005859375,0.0,0.0,0.0,1.2567365169525146,4.726670980453491,0.0,0.0,0.0,1666.7808747291565,6.851367254141863e-05
289,0.17775559769760996,0.14098147736159028,0.0,0.5000000074505806,0.4000000059604645,True,False,False,1666.6666264533997,1666.6666666666667,1671.93603515625,1672.002685546875,0.0,0.0,0.0,1.3790905475616455,3.8903181552886963,0.0,0.0,0.0,1666.6666264533997,0.0
290,0.2637649933181017,0.22906772272431972,0.0,0.800000011920929,0.7000000104308128,True,False,False,1666.6665725708008,1666.6666666666667,1672.2359619140625,1672.2659912109375,0.0,0.0,0.0,1.538748860359192,4.030640482902527,0.0,0.0,0.0,1666.6665725708008,0.0
291,0.25915346334007044,0.22533293901372262,0.0,0.7000000104308128,,True,False,False,1666.685544013977,1666.685489350239,1671.9310302734375,1672.0103759765625,0.0,0.021876050159335136,0.0,1.3060869444161654,3.9175232648849487,0.0,0.0,0.0,1666.685544013977,1.1293610143446956e-05
292,0.15547351286578778,0.12547350990563946,0.0,0.9000000134110451,,True,False,False,1666.6666350364685,1666.6666666666667,1672.523193359375,1672.643310546875,0.0,0.0,0.0,1.3971692323684692,4.459389090538025,0.0,0.0,0.0,1666.6666350364685,0.0
293,0.23037028721188868,0.19320407015736674,0.0,0.800000011920929,0.7000000104308128,True,False,False,1666.666594028473,1666.6666666666667,1671.9149169921875,1671.9656982421875,0.0,0.023672033101320267,0.0,1.5560941211879253,3.668556809425354,0.0,0.0,0.0,1666.666594028473,0.0
294,0.24101557438398924,0.20169002304728156,0.0,0.9000000134110451,0.800000011920929,True,False,False,1666.6666598320007,1666.6666666666667,1672.0390625,1672.1187744140625,0.0,0.0,0.0,1.4918659925460815,3.880536675453186,0.0,0.0,0.0,1666.6666598320007,0.0
295,0.2897338287959368,0.24885614883765875,0.0,0.800000011920929,0.6000000089406967,True,False,False,1666.7168521881104,1666.7168308317603,1672.1622314453125,1672.2353515625,0.0,0.0,0.0,1.609912633895874,3.8354666233062744,0.0,0.0,0.0,1666.7168521881104,3.009849905609971e-05
296,0.2771701709583727,0.2355545556717269,0.0,0.800000011920929,,True,False,False,1666.7113270759583,1666.7113273389132,1671.828369140625,1671.8726806640625,0.0,0.0,0.0,1.6347068548202515,3.4823352098464966,0.0,0.0,0.0,1666.7113270759583,2.6796403347868095e-05
297,0.2583501429920129,0.22835014003186424,0.0,0.800000011920929,0.7000000104308128,True,False,False,1666.7529382705688,1666.7528874126965,1672.713134765625,1672.604248046875,0.0,0.0,0.0,1.4182322025299072,4.541964292526245,0.0,0.0,0.0,1666.7529382705688,5.1732447617819857e-05
298,0.2682635931691184,0.22922134771915736,0.019074374342737586,,0.9000000134110451,True,False,False,0.5,0.5,6.386188983917236,6.302752494812012,0.004413466434925795,0.0,0.0,1.8442438840866089,4.041945099830627,0.0,0.0,0.0,0.5,0.0
299,0.11660791668679497,0.07418150844949419,0.0,0.800000011920929,0.5000000074505806,True,False,False,1666.6666259765625,1666.6666666666667,1671.8433837890625,1672.009765625,0.0,0.0,0.0,1.593069314956665,3.583688497543335,0.0,0.0,0.0,1666.6666259765625,0.0
